Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2024/07/15 1:36:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,RURAL,67,64,5.86,YES,YES,Course preference,Computer engineering,Your preference,Highschool,Housewife,High School,Business,Father,Greater than 4,Living together,3,Option 3,Yes,Public Transport,15 to 30 min,15 to 30 min,No,No,No,2,2,1,No,,Yes,2,1,1,3,Yes,Gym,5,No,Yes,Yes,No,Yes,No,No,Yes
2024/07/15 1:39:09 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,RURAL,61,82.5,7,NO,YES,Reputation of College,Computer engineering ,Your preference,UG,Teacher,UG,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,1,2,No,,Yes,1,2,1,2,No,"playing cricket, gym, coding ",4,No,Yes,No,Not yet ,Yes,No,No,No
2024/07/15 1:39:49 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe ,URBAN,85.7,76.67,8.32,NO,YES,Course preference,Computer engineering ,Any other,Not Educated,Housewife,High School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,Yes,2,2,1,No,,Yes,2,2,2,3,Yes,"Traveling, reading ,Helping",4,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 1:43:15 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms college of engineering ,URBAN,93.67%,82.76%,7.06,YES,YES,Reputation of College,Computer engineering ,Your preference,PG,Housewife,PG,Teacher,Father,Greater than 4,Living Apart,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,No,Yes,Yes,2,1,3,Yes,,Yes,2,2,1,2,Yes,Drawing ,5,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 1:45:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,All Shree Shivaji Memorial Society,URBAN,86.6,81.17,8.3,NO,YES,Course preference,Computer science,Your preference,PG,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,Yes,Yes,2,1,1,No,,Yes,2,2,3,1,Yes,"Travelling, exploring, foodie, living life",1,No,Yes,No,No,Yes,No,No,No
2024/07/15 1:56:53 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All india shree shivaji memorial societies college of engineering pune,URBAN,92,50,8.2,NO,YES,Course preference,Computer ,Your preference,UG,Housewife,UG,Any Other,Any other,Less or equal to 4,Living Apart,2,Less than 2.5 Lakh,Yes,Any Other,15 min,30 min to 1 hour,No,Yes,Yes,4,5,3,No,,Yes,4,3,3,2,No,"Playing flute,guitar, solo travelling",3,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 1:59:17 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,RURAL,72,72,7.23,NO,NO,Reputation of College,Computer science,Your preference,Highschool,Housewife,High School,Teacher,Father,Greater than 4,Living Apart,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,1,1,1,No,,Yes,1,2,2,2,No,No,3,No,Yes,No,No,Yes,No,No,No
2024/07/15 1:59:42 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE ,URBAN,90.5,81,8.36,NO,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,YES,Yes,No,1,1,1,No,,Yes,1,1,1,3,Yes,"Dancing, Exploring new things and travelling ",3,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:00:02 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,URBAN,97.00%,90.57%,9.27,NO,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,PG,Teacher,Father,Greater than 4,Living together,1,Option 3,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,No,1,1,1,No,,Yes,1,1,1,3,Yes,"Singing, travelling, dancing , learning new skills ",3,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:00:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms,URBAN,90,72,7.1,NO,YES,Course preference,Computer engeneering,Your preference,PG,Teacher,PG,Any Other,Any other,Greater than 4,Living Apart,2,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,15 to 30 min,YES,No,No,5,2,1,No,,Yes,3,4,4,4,No,Learning new skills ,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:03:14 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe,URBAN,85,70,8.18,NO,YES,Reputation of College,Computer ,Any other,PG,Teacher,UG,Industrial Job,Father,Less or equal to 4,Living together,2,More than  15 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,No,Yes,No,3,3,3,Yes,,Yes,2,3,3,3,Yes,Read books,3,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 2:03:23 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,URBAN,84. 84,88.84,7.98,NO,NO,Course preference,Computer Engineering ,Any other,School,Housewife,High School,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,No,No,3,3,1,No,,Yes,2,3,2,4,Yes,No,5,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:03:53 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms College of Engineering ,URBAN,75,74,No,YES,YES,Course preference,BE ,Your preference,UG,Any other,PG,Any Other,Father,Greater than 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,5,4,5,Yes,,Yes,5,4,5,2,No,"My hoobies are playing outdoor games like football, cricket, badminton, kho kho , kabbadi and indoor games like chess ,caroom board ,pool . I aslo like to read  books based mythology, autobiography and novel's too.  Languages prefessed hindi ,marathi and english . I also like do social work  and  currently did social work  with Rss ( Rastriya Swayamsevak Sangh ) being a swayamsevak since childhood. I also like to explore new thing .",3,No,Yes,Yes,No . But I had to goal to be an front end developer ,Yes,No,No,No
2024/07/15 2:19:44 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS College of Engineering ,URBAN,95,78,7.93,NO,YES,Reputation of College,Computer ,Your preference,PG,Housewife,PG,Industrial Job,Father,Less or equal to 4,Living together,5,More than  15 Lakh,Yes,Public Transport,15 to 30 min,15 to 30 min,YES,No,No,3,2,2,No,,Yes,1,3,3,4,Yes,"Dancing, journaling ",3,Yes,Sometimes,No,No,Yes,No,No,No
2024/07/15 2:27:19 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms COE,RURAL,96.8,92.33,9.6,NO,YES,Reputation of College,Computer engineering ,Your preference,Highschool,Housewife,UG,Business,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,No,2,2,2,No,,Yes,2,2,2,4,Yes,"Dancing, computing with people, collection of articles ",3,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:32:38 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe ,URBAN,75,77,7.8,NO,YES,Reputation of College,Computer science,Your preference,UG,Housewife,PG,Business,Any other,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,3,3,2,No,,No,2,3,2,3,No,"Travelling, swimming",3,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:33:28 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS College of Engineering, Pune ",URBAN,92.40%,88.83%,9.14,NO,YES,Close to home,Computer Engineering ,Your preference,UG,Teacher,High School,Business,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,No,No,No,2,2,2,No,,Yes,3,3,1,1,Yes,Singing ,2,No,Yes,No,No,No,No,No,No
2024/07/15 2:34:15 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMSCOE,RURAL,90.6,64.6,8.4,NO,YES,Reputation of College,Computer Engg,Your preference,PG,Teacher,High School,Industrial Job,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,15 to 30 min,YES,Yes,Yes,4,3,3,Yes,,Yes,3,5,5,4,No,Football,5,No,Yes,Yes,no,Yes,No,No,No
2024/07/15 2:34:40 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms COE Pune ,RURAL,82%,85.33%,9.82,NO,YES,Course preference,Computer Engineering ,Your preference,School,Housewife,High School,Farmer,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,No,Yes,3,2,1,No,,Yes,1,2,2,3,No,Trekking and I am interested in coding ,2,No,No,No,No,Yes,No,No,Yes
2024/07/15 2:36:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms Coe Pune,URBAN,95,73.2,9.66,NO,NO,Course preference,BE in computer engineering ,Your preference,Highschool,Housewife,UG,Farmer,Any other,Greater than 4,Living together,5,Less than 2.5 Lakh,No,Any Other,30 min to 1 hour,1 hour - 4 hour,No,No,No,1,1,5,No,,No,5,5,2,5,No,Playing Cricket ,3,No,Yes,Yes,No,Yes,No,No,No
2024/07/15 2:41:04 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,URBAN,92.6,82.4,9.6,NO,YES,Reputation of College,Computer engineering ,Your preference,Highschool,Housewife,High School,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,No,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,3,3,No,,Yes,3,3,3,3,No,Cricket,3,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 2:41:09 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,All india shri shivaji memorial society college of engineering Pune ,URBAN,87,78,9.73,NO,NO,Reputation of College,Computer engineering ,Your preference,School,Housewife,High School,Farmer,Father,Greater than 4,Living Apart,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,3,3,No,,Yes,3,3,3,3,No,Cricket ,3,No,Sometimes,No,No,No,No,No,No
2024/07/15 2:46:26 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,RURAL,89,69,8.98,NO,YES,Close to home,Computer engineering,Your preference,UG,Housewife,PG,Any Other,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,No,Private car/Bike,30 min to 1 hour,15 to 30 min,No,No,No,5,5,1,No,,No,3,5,5,3,Yes,Gaming,1,No,No,No,No,No,No,No,No
2024/07/15 2:47:04 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE PUNE ,URBAN,93,83,8.3,NO,YES,Course preference,Computer Engineering ,Your preference,Highschool,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,Option 3,Yes,Private car/Bike,30 min to 1 hour,more than 4 hours,YES,Yes,Yes,1,1,1,No,,Yes,1,2,1,1,No,"Playing cricket, reading books, mission gadkot,treking",1,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:48:04 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ,URBAN,93,87,9.8,NO,YES,Course preference,Computer ,Your preference,Highschool,Housewife,PG,Any Other,Father,Greater than 4,Living together,4,Option 3,Yes,Public Transport,15 min,1 hour - 4 hour,YES,No,No,4,4,3,No,,Yes,3,3,3,3,No,Sketching and writing ,3,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 2:50:12 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe,URBAN,93.6,78,8.6,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,PG,Teacher,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,No,,Yes,2,1,1,2,Yes,Table tennis ,4,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:50:14 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,RURAL,89,86,9,NO,YES,Course preference,Computer,Your preference,Highschool,Housewife,High School,Business,Father,Less or equal to 4,Living together,5,Option 3,Yes,Public Transport,15 to 30 min,15 to 30 min,No,Yes,No,1,2,2,No,,Yes,1,3,2,3,No,"Acting, cooking",5,Yes,Sometimes,No,No,No,Yes,Yes,Yes
2024/07/15 2:51:38 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS,URBAN,96,64,9.32,NO,YES,Family pressure,Computer,Family pressure,UG,Teacher,High School,Any Other,Father,Greater than 4,Living together,5,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,5,3,5,No,,Yes,3,3,3,3,Yes,Gaming,3,Yes,Yes,No,No ,Yes,No,No,No
2024/07/15 2:52:29 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS,URBAN,80,74,7,NO,YES,Course preference,Computer ,Your preference,Highschool,Housewife,PG,Business,Father,Greater than 4,Living together,3,Option 3,Yes,Any Other,15 to 30 min,15 to 30 min,No,Yes,No,2,2,1,Yes,,Yes,3,3,3,3,No,. ,3,No,Sometimes,No,No,No,No,No,No
2024/07/15 2:54:17 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of Engineering ,URBAN,85,68,7.76,NO,YES,Course preference,Computer Science ,Your preference,PG,Teacher,PG,Industrial Job,Any other,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,3,3,2,No,,No,1,3,1,3,Yes,Coding ,3,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:55:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS ,URBAN,87.8,71.2,8.8,NO,YES,Course preference,Computer science ,Your preference,Highschool,Housewife,High School,Business,Father,Greater than 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,4,3,2,No,,Yes,3,2,2,2,No,"Football, drawing, online games, coding ",2,No,Yes,No,No,Yes,No,No,No
2024/07/15 2:56:07 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms Coe,URBAN,94.2,83.83,9.5,NO,NO,Course preference,Second year of BE Computer Engineering,Your preference,Highschool,Housewife,High School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,No,2,2,1,Yes,,Yes,2,2,3,2,Yes,"Learning new skills, sketching and painting",5,No,Sometimes,Yes,No,Yes,No,No,No
2024/07/15 3:01:19 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of engineering Pune ,RURAL,94.4,69.83,9.1,NO,YES,Reputation of College,Computer ,Your preference,Highschool,Housewife,High School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,No,3,2,2,No,,Yes,2,2,1,2,No,"Playing outdoor games, Swimming, Reading ",4,No,Yes,No,No,No,No,No,No
2024/07/15 3:02:57 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,85,65,0,YES,YES,Close to home,Computer engineering ,Family pressure,PG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,1,1,1,No,,No,1,3,1,4,No,"All types of sports,Gym,reading finance,historical and political books or blogs,learning new technologies and understanding working of different industries",4,Yes,Sometimes,No,No,Yes,No,No,No
2024/07/15 3:03:34 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS, COE",URBAN,96.05,81,9.72,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,2,2,2,No,,No,1,2,2,2,Yes,Singing and coding,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:03:45 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS coe,URBAN,93.80%,83.67,9.9,NO,YES,Course preference,Computer engineering ,Your preference,School,Housewife,High School,Farmer,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,2,2,2,No,,No,1,2,2,2,Yes,"Reading, coding ",2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:06:05 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS COE, Pune, Maharashtra ",URBAN,98.8,89.8,8.77,NO,YES,Course preference,Computer Engineering ,Your preference,UG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,2,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,2,2,No,,Yes,1,4,2,2,Yes,"Anime, football, cricket, movie, ",3,No,Sometimes,No,No,Yes,No,No,No
2024/07/15 3:06:18 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS College of Engineering, Pune",URBAN,92,75,9.12,NO,YES,Close to home,Computer Engineering ,Your preference,UG,Housewife,UG,Any Other,Father,Greater than 4,Living together,1,More than  15 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,No,2,2,1,No,,Yes,1,3,1,2,Yes,"Chess, Basketball, listening to music",3,No,No,No,No,Yes,No,No,No
2024/07/15 3:06:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe ,URBAN,89.8,89.4,8.91,NO,YES,Course preference,Computer engineering ,Your preference,PG,Housewife,PG,Any Other,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,No,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,2,2,1,No,,Yes,2,2,2,2,No,"Reading, travelling",2,No,No,No,No,Yes,No,No,No
2024/07/15 3:06:55 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS college of engineering ,URBAN,94.2,Null,8.52,NO,YES,Reputation of College,Computer Engineering ,Your preference,UG,Teacher,UG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 min,1 hour - 4 hour,YES,No,Yes,2,2,1,Yes,,Yes,3,2,3,3,No,Dancing and reading ,5,No,Sometimes,No,No,No,No,No,No
2024/07/15 3:07:14 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe,URBAN,89,75.3,8.77,NO,YES,Close to home,Computer ,Your preference,UG,Housewife,UG,Business,Mother,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,3,2,2,No,,Yes,2,2,3,2,No,Traveling ,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:08:10 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,URBAN,95.4,92.02,9.86,NO,NO,Reputation of College,Computer Engineering,Your preference,Highschool,Housewife,High School,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,Yes,No,2,2,2,Yes,,Yes,2,3,3,3,Yes,"Cooking, Reading Novels",2,No,Yes,No,No,No,No,No,No
2024/07/15 3:09:12 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,URBAN,95,61,7.2,NO,YES,Course preference,Computer engineering ,Your preference,School,Housewife,High School,Any Other,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,No,No,4,3,3,No,,No,3,2,1,3,No,Sketching and playing games,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:10:23 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMSCOE,URBAN,96,84,9,NO,YES,Course preference,Computer engineering,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,3,3,1,No,,Yes,1,1,1,2,Yes,"Cooking, dancing",3,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:10:26 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms COE,URBAN,93,72,8.7,NO,YES,Course preference,Computer ,Your preference,Highschool,Housewife,PG,Industrial Job,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,2,3,2,No,,Yes,2,3,2,3,No,"Listening to music, watching movies.",2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:10:48 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,RURAL,97.86,75,8.07,NO,YES,Reputation of College,Computer Engineering ,Your preference,Highschool,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,No,2,1,2,No,,Yes,2,2,2,3,Yes,"Travel, Collecting old coins, Watching documenteries ",4,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:11:43 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms,URBAN,82,83,7.4,YES,NO,Family pressure,Comp,Any other,UG,Housewife,UG,Industrial Job,Any other,Less or equal to 4,Living together,4,Option 3,Yes,Public Transport,1 hour - 4 hour,15 to 30 min,No,No,No,4,3,2,No,,Yes,3,4,4,4,No,Guitar,1,No,Yes,No,No,No,No,No,No
2024/07/15 3:12:01 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMSCOE ,URBAN,96.4,72,9.48,NO,YES,Course preference,Computer engineering ,Your preference,PG,Teacher,PG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,3,1,No,,Yes,2,2,2,2,No,Reading and playing ,3,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:12:08 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS coe ,URBAN,87,88,8.39,NO,YES,Course preference,Conputer engineering ,Your preference,Highschool,Housewife,High School,Business,Mother,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,2,1,1,No,,Yes,3,3,2,4,No,Chess and dancing,2,No,Yes,No,No,No,No,No,No
2024/07/15 3:14:08 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,93%,70%,6.6,YES,YES,Reputation of College,Computer Engineering ,Your preference,PG,Teacher,UG,Industrial Job,Father,Less or equal to 4,Living together,2,More than  15 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,1,3,2,No,,Yes,3,4,3,3,Yes,producing music,5,Yes,Yes,No,not placed,Yes,No,No,No
2024/07/15 3:14:46 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Aissms Coe,Pune",URBAN,97.2,75,8.62,NO,YES,Course preference,Computer Engineering,Your preference,PG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,4,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,3,3,No,,No,2,2,5,4,No,None,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:14:53 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS,URBAN,96,83.4,8.33,NO,YES,Reputation of College,Computer Engineering ,Any other,UG,Business,UG,Business,Father,Less or equal to 4,Living together,2,Option 3,Yes,Private car/Bike,1 hour - 4 hour,30 min to 1 hour,YES,Yes,Yes,2,2,1,No,,Yes,3,4,2,5,No,Playing Cricket,2,No,Sometimes,Yes,No,Yes,No,No,No
2024/07/15 3:16:11 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms ,URBAN,93.8,80,8.43,NO,YES,Course preference,Computer engg,Your preference,UG,Housewife,High School,Business,Mother,Greater than 4,Living together,1,Option 3,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,Yes,2,1,1,No,,Yes,2,1,1,2,Yes,Basketball harmonium singing dancing,2,No,Yes,No,No,Yes,No,No,No
2024/07/15 3:18:14 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,URBAN,92,82,8,NO,YES,Course preference,Computer,Your preference,School,Business,UG,Any Other,Mother,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,No,No,No,4,3,1,No,,Yes,3,4,4,3,Yes,Playing Cricket ,2,No,Yes,No,No,Yes,No,No,No
